1. netqlty 0.75, netp 1.0000, onep 0.0000, zerop 1.0000, randp 1.0000, kuperinp 1.0000, sxs 1
2492. netqlty 0.50, netp 0.4920, onep 0.5020, zerop 0.4980, randp 0.4944, kuperinp 0.4904, sxs 1
2493. netqlty 0.50, netp 0.4922, onep 0.5018, zerop 0.4982, randp 0.4946, kuperinp 0.4906, sxs 1
2494. netqlty 0.50, netp 0.4920, onep 0.5020, zerop 0.4980, randp 0.4944, kuperinp 0.4904, sxs 0
2495. netqlty 0.60, netp 0.4918, onep 0.5022, zerop 0.4978, randp 0.4942, kuperinp 0.4906, sxs 0
2496. netqlty 0.67, netp 0.4920, onep 0.5024, zerop 0.4976, randp 0.4944, kuperinp 0.4908, sxs 1
2497. netqlty 0.71, netp 0.4922, onep 0.5022, zerop 0.4978, randp 0.4942, kuperinp 0.4906, sxs 1
2498. netqlty 0.71, netp 0.4920, onep 0.5024, zerop 0.4976, randp 0.4940, kuperinp 0.4904, sxs 0
2499. netqlty 0.62, netp 0.4918, onep 0.5022, zerop 0.4978, randp 0.4938, kuperinp 0.4902, sxs 0
2500. netqlty 0.75, netp 0.4920, onep 0.5024, zerop 0.4976, randp 0.4936, kuperinp 0.4900, sxs 1
2501. netqlty 0.75, netp 0.4918, onep 0.5022, zerop 0.4978, randp 0.4938, kuperinp 0.4898, sxs 0
2502. netqlty 0.75, netp 0.4920, onep 0.5020, zerop 0.4980, randp 0.4936, kuperinp 0.4900, sxs 1
2503. netqlty 0.62, netp 0.4922, onep 0.5022, zerop 0.4978, randp 0.4938, kuperinp 0.4898, sxs 1
2504. netqlty 0.75, netp 0.4920, onep 0.5020, zerop 0.4980, randp 0.4936, kuperinp 0.4896, sxs 0
2505. netqlty 0.71, netp 0.4922, onep 0.5018, zerop 0.4982, randp 0.4934, kuperinp 0.4898, sxs 1
2506. netqlty 0.86, netp 0.4924, onep 0.5016, zerop 0.4984, randp 0.4932, kuperinp 0.4900, sxs 1
2507. netqlty 0.71, netp 0.4926, onep 0.5018, zerop 0.4982, randp 0.4934, kuperinp 0.4898, sxs 1
2508. netqlty 0.62, netp 0.4928, onep 0.5016, zerop 0.4984, randp 0.4936, kuperinp 0.4896, sxs 1
2509. netqlty 0.71, netp 0.4926, onep 0.5014, zerop 0.4986, randp 0.4934, kuperinp 0.4898, sxs 0
2510. netqlty 0.71, netp 0.4924, onep 0.5012, zerop 0.4988, randp 0.4936, kuperinp 0.4900, sxs 0
2511. netqlty 0.71, netp 0.4926, onep 0.5010, zerop 0.4990, randp 0.4938, kuperinp 0.4902, sxs 1
2512. netqlty 0.86, netp 0.4924, onep 0.5012, zerop 0.4988, randp 0.4940, kuperinp 0.4900, sxs 0
2513. netqlty 0.62, netp 0.4922, onep 0.5014, zerop 0.4986, randp 0.4938, kuperinp 0.4903, sxs 0
2514. netqlty 0.89, netp 0.4920, onep 0.5016, zerop 0.4984, randp 0.4940, kuperinp 0.4905, sxs 0
2515. netqlty 0.78, netp 0.4922, onep 0.5018, zerop 0.4982, randp 0.4942, kuperinp 0.4907, sxs 1
2516. netqlty 0.78, netp 0.4921, onep 0.5016, zerop 0.4984, randp 0.4940, kuperinp 0.4905, sxs 0
2517. netqlty 0.75, netp 0.4919, onep 0.5014, zerop 0.4986, randp 0.4938, kuperinp 0.4907, sxs 0
2518. netqlty 0.62, netp 0.4917, onep 0.5012, zerop 0.4988, randp 0.4936, kuperinp 0.4909, sxs 0
2519. netqlty 0.57, netp 0.4915, onep 0.5014, zerop 0.4986, randp 0.4938, kuperinp 0.4907, sxs 0
2520. netqlty 0.88, netp 0.4913, onep 0.5012, zerop 0.4988, randp 0.4937, kuperinp 0.4905, sxs 0
2521. netqlty 0.57, netp 0.4915, onep 0.5010, zerop 0.4990, randp 0.4935, kuperinp 0.4907, sxs 1
2522. netqlty 0.71, netp 0.4913, onep 0.5012, zerop 0.4988, randp 0.4937, kuperinp 0.4905, sxs 0
2523. netqlty 0.75, netp 0.4911, onep 0.5014, zerop 0.4986, randp 0.4939, kuperinp 0.4907, sxs 0
2524. netqlty 0.62, netp 0.4913, onep 0.5012, zerop 0.4988, randp 0.4937, kuperinp 0.4905, sxs 1
2525. netqlty 0.62, netp 0.4911, onep 0.5014, zerop 0.4986, randp 0.4935, kuperinp 0.4903, sxs 0
2526. netqlty 0.78, netp 0.4913, onep 0.5016, zerop 0.4984, randp 0.4933, kuperinp 0.4905, sxs 1
2527. netqlty 0.70, netp 0.4911, onep 0.5018, zerop 0.4982, randp 0.4931, kuperinp 0.4907, sxs 0
2528. netqlty 0.80, netp 0.4909, onep 0.5020, zerop 0.4980, randp 0.4929, kuperinp 0.4909, sxs 0
2529. netqlty 0.82, netp 0.4907, onep 0.5022, zerop 0.4978, randp 0.4927, kuperinp 0.4911, sxs 0
2530. netqlty 0.83, netp 0.4909, onep 0.5024, zerop 0.4976, randp 0.4925, kuperinp 0.4913, sxs 1
2531. netqlty 0.85, netp 0.4911, onep 0.5026, zerop 0.4974, randp 0.4927, kuperinp 0.4915, sxs 1
2532. netqlty 0.86, netp 0.4909, onep 0.5024, zerop 0.4976, randp 0.4929, kuperinp 0.4913, sxs 0
2533. netqlty 0.85, netp 0.4907, onep 0.5026, zerop 0.4974, randp 0.4931, kuperinp 0.4911, sxs 0
2534. netqlty 0.85, netp 0.4909, onep 0.5028, zerop 0.4972, randp 0.4933, kuperinp 0.4913, sxs 1
2535. netqlty 0.92, netp 0.4911, onep 0.5030, zerop 0.4970, randp 0.4931, kuperinp 0.4915, sxs 1
2536. netqlty 0.85, netp 0.4913, onep 0.5032, zerop 0.4968, randp 0.4933, kuperinp 0.4917, sxs 1
2537. netqlty 0.86, netp 0.4911, onep 0.5030, zerop 0.4970, randp 0.4931, kuperinp 0.4915, sxs 0
2538. netqlty 0.86, netp 0.4909, onep 0.5028, zerop 0.4972, randp 0.4929, kuperinp 0.4917, sxs 0
2539. netqlty 0.93, netp 0.4911, onep 0.5026, zerop 0.4974, randp 0.4927, kuperinp 0.4919, sxs 1
2540. netqlty 0.85, netp 0.4913, onep 0.5024, zerop 0.4976, randp 0.4929, kuperinp 0.4921, sxs 1
2541. netqlty 0.92, netp 0.4915, onep 0.5022, zerop 0.4978, randp 0.4927, kuperinp 0.4923, sxs 1
2542. netqlty 0.85, netp 0.4913, onep 0.5024, zerop 0.4976, randp 0.4929, kuperinp 0.4921, sxs 0
2543. netqlty 0.85, netp 0.4915, onep 0.5026, zerop 0.4974, randp 0.4931, kuperinp 0.4923, sxs 1
2544. netqlty 0.92, netp 0.4914, onep 0.5028, zerop 0.4972, randp 0.4929, kuperinp 0.4925, sxs 0
2545. netqlty 0.93, netp 0.4912, onep 0.5026, zerop 0.4974, randp 0.4931, kuperinp 0.4923, sxs 0
2546. netqlty 0.85, netp 0.4914, onep 0.5024, zerop 0.4976, randp 0.4933, kuperinp 0.4925, sxs 1
2547. netqlty 0.83, netp 0.4916, onep 0.5022, zerop 0.4978, randp 0.4931, kuperinp 0.4927, sxs 1
2548. netqlty 0.82, netp 0.4918, onep 0.5020, zerop 0.4980, randp 0.4933, kuperinp 0.4929, sxs 1
2549. netqlty 0.80, netp 0.4916, onep 0.5022, zerop 0.4978, randp 0.4935, kuperinp 0.4927, sxs 0
2550. netqlty 0.80, netp 0.4914, onep 0.5020, zerop 0.4980, randp 0.4937, kuperinp 0.4925, sxs 0
2551. netqlty 0.78, netp 0.4916, onep 0.5018, zerop 0.4982, randp 0.4935, kuperinp 0.4927, sxs 1
2552. netqlty 0.88, netp 0.4918, onep 0.5016, zerop 0.4984, randp 0.4933, kuperinp 0.4929, sxs 1
2553. netqlty 0.75, netp 0.4916, onep 0.5018, zerop 0.4982, randp 0.4931, kuperinp 0.4928, sxs 0
2554. netqlty 0.62, netp 0.4918, onep 0.5016, zerop 0.4984, randp 0.4933, kuperinp 0.4926, sxs 1
2555. netqlty 0.71, netp 0.4916, onep 0.5018, zerop 0.4982, randp 0.4932, kuperinp 0.4924, sxs 0
2556. netqlty 0.71, netp 0.4914, onep 0.5020, zerop 0.4980, randp 0.4930, kuperinp 0.4926, sxs 0
2557. netqlty 0.71, netp 0.4916, onep 0.5022, zerop 0.4978, randp 0.4932, kuperinp 0.4928, sxs 1
2558. netqlty 0.75, netp 0.4918, onep 0.5020, zerop 0.4980, randp 0.4930, kuperinp 0.4926, sxs 1
2559. netqlty 0.62, netp 0.4916, onep 0.5018, zerop 0.4982, randp 0.4932, kuperinp 0.4928, sxs 0
2560. netqlty 0.62, netp 0.4918, onep 0.5016, zerop 0.4984, randp 0.4930, kuperinp 0.4930, sxs 1
2561. netqlty 0.75, netp 0.4916, onep 0.5018, zerop 0.4982, randp 0.4932, kuperinp 0.4928, sxs 0
2562. netqlty 0.67, netp 0.4914, onep 0.5016, zerop 0.4984, randp 0.4930, kuperinp 0.4926, sxs 0
2563. netqlty 0.62, netp 0.4916, onep 0.5018, zerop 0.4982, randp 0.4928, kuperinp 0.4924, sxs 1
2564. netqlty 0.62, netp 0.4918, onep 0.5016, zerop 0.4984, randp 0.4926, kuperinp 0.4922, sxs 1
2565. netqlty 0.57, netp 0.4920, onep 0.5018, zerop 0.4982, randp 0.4928, kuperinp 0.4920, sxs 1
2566. netqlty 0.75, netp 0.4918, onep 0.5016, zerop 0.4984, randp 0.4930, kuperinp 0.4918, sxs 0
2567. netqlty 0.75, netp 0.4916, onep 0.5014, zerop 0.4986, randp 0.4932, kuperinp 0.4920, sxs 0
2568. netqlty 0.88, netp 0.4914, onep 0.5012, zerop 0.4988, randp 0.4930, kuperinp 0.4922, sxs 0
2569. netqlty 0.75, netp 0.4916, onep 0.5010, zerop 0.4990, randp 0.4928, kuperinp 0.4924, sxs 1
2570. netqlty 0.71, netp 0.4918, onep 0.5008, zerop 0.4992, randp 0.4926, kuperinp 0.4926, sxs 1
2571. netqlty 0.71, netp 0.4916, onep 0.5006, zerop 0.4994, randp 0.4928, kuperinp 0.4928, sxs 0
2572. netqlty 0.86, netp 0.4918, onep 0.5004, zerop 0.4996, randp 0.4930, kuperinp 0.4930, sxs 1
2573. netqlty 0.71, netp 0.4916, onep 0.5006, zerop 0.4994, randp 0.4928, kuperinp 0.4928, sxs 0
2574. netqlty 0.86, netp 0.4918, onep 0.5004, zerop 0.4996, randp 0.4926, kuperinp 0.4926, sxs 1
2575. netqlty 0.86, netp 0.4917, onep 0.5006, zerop 0.4994, randp 0.4928, kuperinp 0.4924, sxs 0
2576. netqlty 0.86, netp 0.4918, onep 0.5004, zerop 0.4996, randp 0.4930, kuperinp 0.4922, sxs 1
2577. netqlty 0.83, netp 0.4920, onep 0.5006, zerop 0.4994, randp 0.4932, kuperinp 0.4920, sxs 1
2578. netqlty 0.83, netp 0.4919, onep 0.5004, zerop 0.4996, randp 0.4930, kuperinp 0.4919, sxs 0
2579. netqlty 0.83, netp 0.4917, onep 0.5002, zerop 0.4998, randp 0.4932, kuperinp 0.4921, sxs 0
2580. netqlty 0.83, netp 0.4919, onep 0.5000, zerop 0.5000, randp 0.4934, kuperinp 0.4922, sxs 1
2581. netqlty 1.00, netp 0.4917, onep 0.5002, zerop 0.4998, randp 0.4936, kuperinp 0.4921, sxs 0
2582. netqlty 0.83, netp 0.4919, onep 0.5000, zerop 0.5000, randp 0.4938, kuperinp 0.4919, sxs 1
2583. netqlty 0.83, netp 0.4917, onep 0.4998, zerop 0.5002, randp 0.4936, kuperinp 0.4921, sxs 0
2584. netqlty 0.80, netp 0.4915, onep 0.5000, zerop 0.5000, randp 0.4934, kuperinp 0.4919, sxs 0
2585. netqlty 0.67, netp 0.4913, onep 0.4998, zerop 0.5002, randp 0.4936, kuperinp 0.4917, sxs 0
2586. netqlty 0.60, netp 0.4911, onep 0.5000, zerop 0.5000, randp 0.4938, kuperinp 0.4915, sxs 0
2587. netqlty 0.67, netp 0.4909, onep 0.5002, zerop 0.4998, randp 0.4940, kuperinp 0.4917, sxs 0
2588. netqlty 0.71, netp 0.4911, onep 0.5000, zerop 0.5000, randp 0.4942, kuperinp 0.4915, sxs 1
2589. netqlty 0.71, netp 0.4913, onep 0.5002, zerop 0.4998, randp 0.4944, kuperinp 0.4913, sxs 1
2590. netqlty 0.75, netp 0.4911, onep 0.5004, zerop 0.4996, randp 0.4942, kuperinp 0.4915, sxs 0
2591. netqlty 0.78, netp 0.4913, onep 0.5002, zerop 0.4998, randp 0.4944, kuperinp 0.4913, sxs 1
2592. netqlty 0.78, netp 0.4911, onep 0.5004, zerop 0.4996, randp 0.4946, kuperinp 0.4911, sxs 0
2593. netqlty 0.80, netp 0.4909, onep 0.5006, zerop 0.4994, randp 0.4948, kuperinp 0.4913, sxs 0
2594. netqlty 0.80, netp 0.4907, onep 0.5004, zerop 0.4996, randp 0.4946, kuperinp 0.4911, sxs 0
2595. netqlty 0.80, netp 0.4909, onep 0.5006, zerop 0.4994, randp 0.4944, kuperinp 0.4909, sxs 1
2596. netqlty 0.90, netp 0.4908, onep 0.5004, zerop 0.4996, randp 0.4946, kuperinp 0.4908, sxs 0
2597. netqlty 0.90, netp 0.4910, onep 0.5002, zerop 0.4998, randp 0.4944, kuperinp 0.4910, sxs 1
2598. netqlty 0.67, netp 0.4908, onep 0.5004, zerop 0.4996, randp 0.4946, kuperinp 0.4908, sxs 0
2599. netqlty 0.70, netp 0.4910, onep 0.5002, zerop 0.4998, randp 0.4944, kuperinp 0.4906, sxs 1
2600. netqlty 0.70, netp 0.4908, onep 0.5000, zerop 0.5000, randp 0.4942, kuperinp 0.4908, sxs 0
2601. netqlty 0.80, netp 0.4910, onep 0.5002, zerop 0.4998, randp 0.4940, kuperinp 0.4906, sxs 1
2602. netqlty 0.80, netp 0.4912, onep 0.5000, zerop 0.5000, randp 0.4939, kuperinp 0.4904, sxs 1
2603. netqlty 0.80, netp 0.4910, onep 0.5002, zerop 0.4998, randp 0.4940, kuperinp 0.4902, sxs 0
2604. netqlty 0.82, netp 0.4908, onep 0.5004, zerop 0.4996, randp 0.4939, kuperinp 0.4904, sxs 0
2605. netqlty 0.82, netp 0.4910, onep 0.5006, zerop 0.4994, randp 0.4937, kuperinp 0.4906, sxs 1
2606. netqlty 0.75, netp 0.4908, onep 0.5004, zerop 0.4996, randp 0.4939, kuperinp 0.4904, sxs 0
2607. netqlty 0.82, netp 0.4906, onep 0.5002, zerop 0.4998, randp 0.4941, kuperinp 0.4906, sxs 0
2608. netqlty 0.70, netp 0.4908, onep 0.5004, zerop 0.4996, randp 0.4942, kuperinp 0.4904, sxs 1
2609. netqlty 0.82, netp 0.4906, onep 0.5006, zerop 0.4994, randp 0.4941, kuperinp 0.4906, sxs 0
2610. netqlty 0.73, netp 0.4904, onep 0.5004, zerop 0.4996, randp 0.4939, kuperinp 0.4904, sxs 0
2611. netqlty 0.80, netp 0.4902, onep 0.5006, zerop 0.4994, randp 0.4937, kuperinp 0.4902, sxs 0
2612. netqlty 0.82, netp 0.4900, onep 0.5004, zerop 0.4996, randp 0.4935, kuperinp 0.4900, sxs 0
2613. netqlty 0.70, netp 0.4899, onep 0.5002, zerop 0.4998, randp 0.4937, kuperinp 0.4902, sxs 0
2614. netqlty 0.67, netp 0.4897, onep 0.5000, zerop 0.5000, randp 0.4939, kuperinp 0.4904, sxs 0
2615. netqlty 0.78, netp 0.4895, onep 0.5002, zerop 0.4998, randp 0.4941, kuperinp 0.4902, sxs 0
2616. netqlty 0.67, netp 0.4893, onep 0.5004, zerop 0.4996, randp 0.4939, kuperinp 0.4904, sxs 0
2617. netqlty 0.80, netp 0.4891, onep 0.5006, zerop 0.4994, randp 0.4937, kuperinp 0.4906, sxs 0
2618. netqlty 0.82, netp 0.4893, onep 0.5004, zerop 0.4996, randp 0.4935, kuperinp 0.4905, sxs 1
2619. netqlty 0.60, netp 0.4891, onep 0.5002, zerop 0.4998, randp 0.4933, kuperinp 0.4906, sxs 0
2620. netqlty 0.70, netp 0.4893, onep 0.5004, zerop 0.4996, randp 0.4931, kuperinp 0.4905, sxs 1
2621. netqlty 0.73, netp 0.4895, onep 0.5006, zerop 0.4994, randp 0.4929, kuperinp 0.4907, sxs 1
2622. netqlty 0.82, netp 0.4893, onep 0.5004, zerop 0.4996, randp 0.4928, kuperinp 0.4905, sxs 0
2623. netqlty 0.82, netp 0.4891, onep 0.5006, zerop 0.4994, randp 0.4929, kuperinp 0.4903, sxs 0
2624. netqlty 0.73, netp 0.4893, onep 0.5004, zerop 0.4996, randp 0.4928, kuperinp 0.4901, sxs 1
2625. netqlty 0.80, netp 0.4895, onep 0.5006, zerop 0.4994, randp 0.4926, kuperinp 0.4899, sxs 1
2626. netqlty 0.80, netp 0.4893, onep 0.5008, zerop 0.4992, randp 0.4928, kuperinp 0.4901, sxs 0
2627. netqlty 0.82, netp 0.4892, onep 0.5010, zerop 0.4990, randp 0.4930, kuperinp 0.4903, sxs 0
2628. netqlty 0.75, netp 0.4890, onep 0.5011, zerop 0.4989, randp 0.4928, kuperinp 0.4905, sxs 0
2629. netqlty 0.83, netp 0.4888, onep 0.5010, zerop 0.4990, randp 0.4930, kuperinp 0.4903, sxs 0
2630. netqlty 0.73, netp 0.4886, onep 0.5008, zerop 0.4992, randp 0.4928, kuperinp 0.4905, sxs 0
2631. netqlty 0.82, netp 0.4884, onep 0.5006, zerop 0.4994, randp 0.4926, kuperinp 0.4907, sxs 0
2632. netqlty 0.70, netp 0.4886, onep 0.5004, zerop 0.4996, randp 0.4928, kuperinp 0.4909, sxs 1
2633. netqlty 0.70, netp 0.4884, onep 0.5006, zerop 0.4994, randp 0.4930, kuperinp 0.4907, sxs 0
2634. netqlty 0.73, netp 0.4882, onep 0.5008, zerop 0.4992, randp 0.4928, kuperinp 0.4909, sxs 0
2635. netqlty 0.83, netp 0.4884, onep 0.5009, zerop 0.4991, randp 0.4930, kuperinp 0.4911, sxs 1
2636. netqlty 0.83, netp 0.4886, onep 0.5011, zerop 0.4989, randp 0.4932, kuperinp 0.4913, sxs 1
2637. netqlty 0.83, netp 0.4888, onep 0.5013, zerop 0.4987, randp 0.4930, kuperinp 0.4915, sxs 1
2638. netqlty 0.83, netp 0.4890, onep 0.5011, zerop 0.4989, randp 0.4932, kuperinp 0.4913, sxs 1
2639. netqlty 0.83, netp 0.4892, onep 0.5009, zerop 0.4991, randp 0.4930, kuperinp 0.4915, sxs 1
2640. netqlty 0.83, netp 0.4894, onep 0.5008, zerop 0.4992, randp 0.4928, kuperinp 0.4917, sxs 1
2641. netqlty 0.82, netp 0.4892, onep 0.5009, zerop 0.4991, randp 0.4930, kuperinp 0.4915, sxs 0
2642. netqlty 0.91, netp 0.4894, onep 0.5011, zerop 0.4989, randp 0.4932, kuperinp 0.4917, sxs 1
2643. netqlty 0.92, netp 0.4896, onep 0.5013, zerop 0.4987, randp 0.4934, kuperinp 0.4919, sxs 1
2644. netqlty 1.00, netp 0.4894, onep 0.5011, zerop 0.4989, randp 0.4932, kuperinp 0.4917, sxs 0
2645. netqlty 0.75, netp 0.4896, onep 0.5009, zerop 0.4991, randp 0.4930, kuperinp 0.4919, sxs 1
2646. netqlty 0.82, netp 0.4894, onep 0.5011, zerop 0.4989, randp 0.4928, kuperinp 0.4917, sxs 0
2647. netqlty 0.91, netp 0.4892, onep 0.5009, zerop 0.4991, randp 0.4926, kuperinp 0.4915, sxs 0
2648. netqlty 0.80, netp 0.4890, onep 0.5011, zerop 0.4989, randp 0.4924, kuperinp 0.4913, sxs 0
2649. netqlty 0.90, netp 0.4892, onep 0.5013, zerop 0.4987, randp 0.4926, kuperinp 0.4915, sxs 1
2650. netqlty 0.73, netp 0.4891, onep 0.5011, zerop 0.4989, randp 0.4928, kuperinp 0.4913, sxs 0
2651. netqlty 0.82, netp 0.4892, onep 0.5013, zerop 0.4987, randp 0.4930, kuperinp 0.4911, sxs 1
2652. netqlty 0.83, netp 0.4891, onep 0.5011, zerop 0.4989, randp 0.4928, kuperinp 0.4910, sxs 0
2653. netqlty 0.83, netp 0.4889, onep 0.5013, zerop 0.4987, randp 0.4930, kuperinp 0.4908, sxs 0
2654. netqlty 0.75, netp 0.4887, onep 0.5011, zerop 0.4989, randp 0.4928, kuperinp 0.4906, sxs 0
2655. netqlty 0.82, netp 0.4885, onep 0.5013, zerop 0.4987, randp 0.4930, kuperinp 0.4904, sxs 0
2656. netqlty 0.82, netp 0.4883, onep 0.5015, zerop 0.4985, randp 0.4928, kuperinp 0.4906, sxs 0
2657. netqlty 0.82, netp 0.4881, onep 0.5013, zerop 0.4987, randp 0.4927, kuperinp 0.4904, sxs 0
2658. netqlty 0.90, netp 0.4883, onep 0.5015, zerop 0.4985, randp 0.4925, kuperinp 0.4902, sxs 1
2659. netqlty 0.91, netp 0.4882, onep 0.5017, zerop 0.4983, randp 0.4927, kuperinp 0.4904, sxs 0
2660. netqlty 0.92, netp 0.4883, onep 0.5015, zerop 0.4985, randp 0.4929, kuperinp 0.4902, sxs 1
2661. netqlty 0.92, netp 0.4885, onep 0.5017, zerop 0.4983, randp 0.4930, kuperinp 0.4900, sxs 1
2662. netqlty 0.92, netp 0.4884, onep 0.5015, zerop 0.4985, randp 0.4932, kuperinp 0.4899, sxs 0
2663. netqlty 0.82, netp 0.4885, onep 0.5017, zerop 0.4983, randp 0.4934, kuperinp 0.4897, sxs 1
2664. netqlty 0.91, netp 0.4887, onep 0.5015, zerop 0.4985, randp 0.4932, kuperinp 0.4895, sxs 1
2665. netqlty 0.82, netp 0.4886, onep 0.5013, zerop 0.4987, randp 0.4934, kuperinp 0.4897, sxs 0
2666. netqlty 0.82, netp 0.4884, onep 0.5011, zerop 0.4989, randp 0.4932, kuperinp 0.4899, sxs 0
2667. netqlty 0.80, netp 0.4886, onep 0.5009, zerop 0.4991, randp 0.4934, kuperinp 0.4901, sxs 1
2668. netqlty 0.80, netp 0.4884, onep 0.5011, zerop 0.4989, randp 0.4933, kuperinp 0.4899, sxs 0
2669. netqlty 0.80, netp 0.4882, onep 0.5009, zerop 0.4991, randp 0.4934, kuperinp 0.4897, sxs 0
2670. netqlty 0.78, netp 0.4880, onep 0.5011, zerop 0.4989, randp 0.4933, kuperinp 0.4895, sxs 0
2671. netqlty 0.80, netp 0.4882, onep 0.5009, zerop 0.4991, randp 0.4934, kuperinp 0.4893, sxs 1
2672. netqlty 1.00, netp 0.4884, onep 0.5011, zerop 0.4989, randp 0.4936, kuperinp 0.4891, sxs 1
2673. netqlty 0.90, netp 0.4886, onep 0.5013, zerop 0.4987, randp 0.4935, kuperinp 0.4893, sxs 1
2674. netqlty 0.90, netp 0.4888, onep 0.5015, zerop 0.4985, randp 0.4933, kuperinp 0.4895, sxs 1
2675. netqlty 0.82, netp 0.4890, onep 0.5017, zerop 0.4983, randp 0.4935, kuperinp 0.4897, sxs 1
2676. netqlty 0.82, netp 0.4888, onep 0.5015, zerop 0.4985, randp 0.4936, kuperinp 0.4895, sxs 0
2677. netqlty 0.80, netp 0.4890, onep 0.5017, zerop 0.4983, randp 0.4938, kuperinp 0.4894, sxs 1
2678. netqlty 0.73, netp 0.4892, onep 0.5019, zerop 0.4981, randp 0.4940, kuperinp 0.4895, sxs 1
2679. netqlty 0.91, netp 0.4890, onep 0.5017, zerop 0.4983, randp 0.4942, kuperinp 0.4894, sxs 0
2680. netqlty 0.90, netp 0.4892, onep 0.5019, zerop 0.4981, randp 0.4940, kuperinp 0.4892, sxs 1
2681. netqlty 0.91, netp 0.4894, onep 0.5017, zerop 0.4983, randp 0.4942, kuperinp 0.4890, sxs 1
2682. netqlty 0.80, netp 0.4896, onep 0.5019, zerop 0.4981, randp 0.4940, kuperinp 0.4888, sxs 1
2683. netqlty 0.91, netp 0.4898, onep 0.5017, zerop 0.4983, randp 0.4939, kuperinp 0.4886, sxs 1
2684. netqlty 0.90, netp 0.4896, onep 0.5015, zerop 0.4985, randp 0.4940, kuperinp 0.4888, sxs 0
2685. netqlty 0.80, netp 0.4898, onep 0.5013, zerop 0.4987, randp 0.4942, kuperinp 0.4890, sxs 1
2686. netqlty 0.70, netp 0.4899, onep 0.5015, zerop 0.4985, randp 0.4940, kuperinp 0.4888, sxs 1
2687. netqlty 0.82, netp 0.4901, onep 0.5017, zerop 0.4983, randp 0.4942, kuperinp 0.4890, sxs 1
2688. netqlty 0.83, netp 0.4903, onep 0.5019, zerop 0.4981, randp 0.4944, kuperinp 0.4892, sxs 1
2689. netqlty 0.83, netp 0.4905, onep 0.5020, zerop 0.4980, randp 0.4946, kuperinp 0.4894, sxs 1
2690. netqlty 0.85, netp 0.4903, onep 0.5019, zerop 0.4981, randp 0.4944, kuperinp 0.4892, sxs 0
2691. netqlty 0.75, netp 0.4902, onep 0.5017, zerop 0.4983, randp 0.4946, kuperinp 0.4894, sxs 0
2692. netqlty 0.83, netp 0.4903, onep 0.5015, zerop 0.4985, randp 0.4948, kuperinp 0.4896, sxs 1
2693. netqlty 0.82, netp 0.4902, onep 0.5013, zerop 0.4987, randp 0.4950, kuperinp 0.4898, sxs 0
2694. netqlty 0.70, netp 0.4900, onep 0.5015, zerop 0.4985, randp 0.4948, kuperinp 0.4896, sxs 0
2695. netqlty 0.80, netp 0.4902, onep 0.5017, zerop 0.4983, randp 0.4946, kuperinp 0.4898, sxs 1
2696. netqlty 0.80, netp 0.4900, onep 0.5019, zerop 0.4981, randp 0.4948, kuperinp 0.4900, sxs 0
2697. netqlty 0.82, netp 0.4898, onep 0.5017, zerop 0.4983, randp 0.4946, kuperinp 0.4898, sxs 0
2698. netqlty 0.80, netp 0.4896, onep 0.5019, zerop 0.4981, randp 0.4948, kuperinp 0.4896, sxs 0
2699. netqlty 0.90, netp 0.4898, onep 0.5020, zerop 0.4980, randp 0.4946, kuperinp 0.4898, sxs 1
2700. netqlty 0.73, netp 0.4900, onep 0.5022, zerop 0.4978, randp 0.4948, kuperinp 0.4900, sxs 1
2701. netqlty 0.82, netp 0.4902, onep 0.5024, zerop 0.4976, randp 0.4950, kuperinp 0.4902, sxs 1
2702. netqlty 0.92, netp 0.4900, onep 0.5022, zerop 0.4978, randp 0.4948, kuperinp 0.4900, sxs 0
2703. netqlty 1.00, netp 0.4902, onep 0.5024, zerop 0.4976, randp 0.4950, kuperinp 0.4898, sxs 1
2704. netqlty 0.83, netp 0.4900, onep 0.5022, zerop 0.4978, randp 0.4952, kuperinp 0.4896, sxs 0
2705. netqlty 0.83, netp 0.4902, onep 0.5020, zerop 0.4980, randp 0.4950, kuperinp 0.4898, sxs 1
2706. netqlty 0.75, netp 0.4900, onep 0.5022, zerop 0.4978, randp 0.4952, kuperinp 0.4897, sxs 0
2707. netqlty 0.75, netp 0.4898, onep 0.5020, zerop 0.4980, randp 0.4950, kuperinp 0.4895, sxs 0
2708. netqlty 0.73, netp 0.4900, onep 0.5022, zerop 0.4978, randp 0.4948, kuperinp 0.4893, sxs 1
2709. netqlty 0.82, netp 0.4902, onep 0.5020, zerop 0.4980, randp 0.4946, kuperinp 0.4891, sxs 1
2710. netqlty 0.80, netp 0.4904, onep 0.5022, zerop 0.4978, randp 0.4948, kuperinp 0.4889, sxs 1
2711. netqlty 0.82, netp 0.4906, onep 0.5020, zerop 0.4980, randp 0.4947, kuperinp 0.4887, sxs 1
2712. netqlty 0.82, netp 0.4908, onep 0.5022, zerop 0.4978, randp 0.4948, kuperinp 0.4886, sxs 1
2713. netqlty 1.00, netp 0.4906, onep 0.5024, zerop 0.4976, randp 0.4947, kuperinp 0.4888, sxs 0
2714. netqlty 0.92, netp 0.4904, onep 0.5026, zerop 0.4974, randp 0.4948, kuperinp 0.4889, sxs 0
2715. netqlty 0.85, netp 0.4906, onep 0.5028, zerop 0.4972, randp 0.4950, kuperinp 0.4891, sxs 1
